Timestamp,Asset Name,Asset Type,Status,Buffer Update ID,CTA Destination
2026-09-14T16:35:41.512462+00:00,Autoimmune Diseases Explained_ From Diabetes to Vitiligo.mp4,Drive Short (Video),Scheduled,6aa82307b8232e2956104e74,https://pharmacistbensacademy.com
2026-09-14T16:35:41.512462+00:00,Autoimmune Diseases Explained_ From Diabetes to Vitiligo.mp4,Drive Short (Video),Scheduled,6aa82315aa3b6e45fd6e3b7c,https://pharmacistbensacademy.com
2026-09-14T22:34:36.153080+00:00,Beyond Tangy Tangerine_ Immediate Health Transformation!.mp4,Drive Short (Video),Scheduled,6aa876b69a26ed5c2acc0f55,https://pharmacistbensacademy.com
2026-09-14T22:34:36.153080+00:00,Beyond Tangy Tangerine_ Immediate Health Transformation!.mp4,Drive Short (Video),Scheduled,6aa876caa283eff81a4f5772,https://pharmacistbensacademy.com
2026-09-14T22:34:36.153080+00:00,Beyond Tangy Tangerine_ Immediate Health Transformation!.mp4,Drive Short (Video),Scheduled,6aa876d8a283eff81a4f58f5,https://pharmacistbensacademy.com
2026-09-19T19:28:26.452387+00:00,Pharmacist Ben: The Big Fat Lie & The Muscle-Melting Drug Trap PBB 4/27/26 [Clip 0],Podcast Audiogram (Motion),Scheduled,pending_manual,https://pharmacistbensacademy.com/podcasts
2026-09-19T19:28:26.452387+00:00,Pharmacist Ben: The Big Fat Lie & The Muscle-Melting Drug Trap PBB 4/27/26 [Clip 0],Podcast Audiogram (Motion),Scheduled,pending_manual,https://pharmacistbensacademy.com/podcasts
2026-09-19T19:28:26.452387+00:00,Pharmacist Ben: The Big Fat Lie & The Muscle-Melting Drug Trap PBB 4/27/26 [Clip 0],Podcast Audiogram (Motion),Scheduled,pending_manual,https://pharmacistbensacademy.com/podcasts
2026-09-19T19:32:18.437361+00:00,Pharmacist Ben: The Big Fat Lie & The Muscle-Melting Drug Trap PBB 4/27/26 [Clip 0],Podcast Audiogram (Motion),Scheduled,6aaee39d94a070da33518c61,https://pharmacistbensacademy.com/podcasts
2026-09-19T19:32:18.437361+00:00,Pharmacist Ben: The Big Fat Lie & The Muscle-Melting Drug Trap PBB 4/27/26 [Clip 0],Podcast Audiogram (Motion),Scheduled,6aaee3a66e039ccbc82365b8,https://pharmacistbensacademy.com/podcasts
2026-09-19T19:32:18.437361+00:00,Pharmacist Ben: The Big Fat Lie & The Muscle-Melting Drug Trap PBB 4/27/26 [Clip 0],Podcast Audiogram (Motion),Scheduled,6aaee3b294a070da33518d74,https://pharmacistbensacademy.com/podcasts
2026-09-19T20:45:20.927408+00:00,Pharmacist Ben: New Shocking Evidence: Could Doctors Accidentally Spread Alzheimer's? PBB 4/20/26 [Clip 0],Podcast Audiogram (Motion),Scheduled,6aaef4f93916ba5b752e50cf,https://pharmacistbensacademy.com/podcasts
2026-09-19T20:45:20.927408+00:00,Pharmacist Ben: New Shocking Evidence: Could Doctors Accidentally Spread Alzheimer's? PBB 4/20/26 [Clip 0],Podcast Audiogram (Motion),Scheduled,6aaef500140a3024025fa498,https://pharmacistbensacademy.com/podcasts
2026-09-19T20:45:20.927408+00:00,Pharmacist Ben: New Shocking Evidence: Could Doctors Accidentally Spread Alzheimer's? PBB 4/20/26 [Clip 0],Podcast Audiogram (Motion),Scheduled,6aaef5024594e3153f407144,https://pharmacistbensacademy.com/podcasts
2026-09-20T05:27:44.563143+00:00,"Clearing the System: Lymphatics, Oxygen Therapy, and Muscular Dystrophy PBB 4.13.26 [Clip 0]",Podcast Audiogram (Motion),Scheduled,6aaf6f7713d908add21008bc,https://pharmacistbensacademy.com/podcasts
2026-09-20T05:27:44.563143+00:00,"Clearing the System: Lymphatics, Oxygen Therapy, and Muscular Dystrophy PBB 4.13.26 [Clip 0]",Podcast Audiogram (Motion),Scheduled,6aaf6f7c8d048c06b4faca13,https://pharmacistbensacademy.com/podcasts
2026-09-20T05:27:44.563143+00:00,"Clearing the System: Lymphatics, Oxygen Therapy, and Muscular Dystrophy PBB 4.13.26 [Clip 0]",Podcast Audiogram (Motion),Scheduled,6aaf6f804594e3153f4b3e3d,https://pharmacistbensacademy.com/podcasts
